meses,meses_nombre,dias_num,year,dia,Temp_entrada,Temp_ZA,Humedad_entrada,Humedad_ZA
3,Marzo,7,2013,Jueves,24,NA,43,NA
3,Marzo,8,2013,Viernes,24,NA,43,NA
3,Marzo,11,2013,Lunes,23,NA,42,NA
3,Marzo,12,2013,Martes,24,NA,48,NA
3,Marzo,13,2013,Miércoles,24,NA,50,NA
3,Marzo,14,2013,Jueves,24,NA,46,NA
3,Marzo,15,2013,Viernes,24,NA,43,NA
3,Marzo,18,2013,Lunes,23,NA,41,NA
3,Marzo,19,2013,Martes,23,NA,42,NA
3,Marzo,20,2013,Miércoles,24,NA,41,NA
3,Marzo,21,2013,Jueves,24,NA,40,NA
3,Marzo,22,2013,Viernes,23,NA,38,NA
3,Marzo,25,2013,Lunes,23,NA,38,NA
3,Marzo,26,2013,Martes,24,NA,40,NA
3,Marzo,27,2013,Miércoles,24,NA,41,NA
3,Marzo,28,2013,Jueves,24,NA,43,NA
3,Marzo,29,2013,Viernes,,NA,,NA
4,Abril,1,2013,Lunes,29,NA,33,NA
4,Abril,2,2013,Martes,24,NA,36,NA
4,Abril,3,2013,Miércoles,24,NA,37,NA
4,Abril,4,2013,Jueves,24,NA,38,NA
4,Abril,5,2013,Viernes,25,NA,37,NA
4,Abril,8,2013,Lunes,22,NA,35,NA
4,Abril,9,2013,Martes,23,NA,35,NA
4,Abril,10,2013,Miércoles,24,NA,37,NA
4,Abril,11,2013,Jueves,24,NA,36,NA
4,Abril,12,2013,Viernes,24,NA,35,NA
4,Abril,15,2013,Lunes,24,NA,34,NA
4,Abril,16,2013,Martes,24,NA,35,NA
4,Abril,17,2013,Miércoles,24,NA,35,NA
4,Abril,18,2013,Jueves,23,NA,35,NA
4,Abril,19,2013,Viernes,23,NA,35,NA
4,Abril,22,2013,Lunes,24,NA,34,NA
4,Abril,23,2013,Martes,23,NA,35,NA
4,Abril,24,2013,Miércoles,24,NA,38,NA
4,Abril,25,2013,Jueves,24,NA,36,NA
4,Abril,26,2013,Viernes,,NA,,NA
4,Abril,29,2013,Lunes,23,NA,33,NA
4,Abril,30,2013,Martes,23,NA,34,NA
5,Mayo,1,2013,Miércoles,,NA,,NA
5,Mayo,2,2013,Jueves,23,NA,33,NA
5,Mayo,3,2013,Viernes,,NA,,NA
5,Mayo,6,2013,Lunes,23,NA,33,NA
5,Mayo,7,2013,Martes,23,NA,33,NA
5,Mayo,8,2013,Miércoles,23,NA,33,NA
5,Mayo,9,2013,Jueves,,NA,,NA
5,Mayo,10,2013,Viernes,,NA,,NA
5,Mayo,13,2013,Lunes,23,NA,34,NA
5,Mayo,14,2013,Martes,,NA,,NA
5,Mayo,15,2013,Miércoles,,NA,,NA
5,Mayo,16,2013,Jueves,,NA,,NA
5,Mayo,17,2013,Viernes,,NA,,NA
5,Mayo,20,2013,Lunes,23,NA,32,NA
5,Mayo,21,2013,Martes,23,NA,33,NA
5,Mayo,22,2013,Miércoles,23,NA,33,NA
5,Mayo,23,2013,Jueves,23,NA,33,NA
5,Mayo,24,2013,Viernes,,NA,,NA
5,Mayo,27,2013,Lunes,22,NA,34,NA
5,Mayo,28,2013,Martes,22,NA,34,NA
5,Mayo,29,2013,Miércoles,22,NA,36,NA
5,Mayo,30,2013,Jueves,23,NA,33,NA
5,Mayo,31,2013,Viernes,22,NA,34,NA
6,Junio,3,2013,Lunes,23,NA,37,NA
6,Junio,4,2013,Martes,22,NA,37,NA
6,Junio,5,2013,Miércoles,22,NA,38,NA
6,Junio,6,2013,Jueves,22,NA,37,NA
6,Junio,7,2013,Viernes,23,NA,37,NA
6,Junio,10,2013,Lunes,22,NA,36,NA
6,Junio,11,2013,Martes,22,NA,38,NA
6,Junio,12,2013,Miércoles,22,NA,37,NA
6,Junio,13,2013,Jueves,22,NA,38,NA
6,Junio,14,2013,Viernes,22,NA,41,NA
6,Junio,17,2013,Lunes,,NA,,NA
6,Junio,18,2013,Martes,,NA,,NA
6,Junio,19,2013,Miércoles,,NA,,NA
6,Junio,20,2013,Jueves,23,NA,35,NA
6,Junio,21,2013,Viernes,23,NA,35,NA
6,Junio,24,2013,Lunes,23,NA,35,NA
6,Junio,25,2013,Martes,23,NA,36,NA
6,Junio,26,2013,Miércoles,23,NA,39,NA
6,Junio,27,2013,Jueves,23,NA,39,NA
6,Junio,28,2013,Viernes,23,NA,41,NA
7,Julio,1,2013,Lunes,23,NA,37,NA
7,Julio,2,2013,Martes,23,NA,39,NA
7,Julio,3,2013,Miércoles,23,NA,43,NA
7,Julio,4,2013,Jueves,23,NA,48,NA
7,Julio,5,2013,Viernes,23,NA,46,NA
7,Julio,8,2013,Lunes,23,NA,44,NA
7,Julio,9,2013,Martes,23,NA,46,NA
7,Julio,10,2013,Miércoles,23,NA,47,NA
7,Julio,11,2013,Jueves,23,NA,47,NA
7,Julio,12,2013,Viernes,23,NA,50,NA
7,Julio,15,2013,Lunes,23,NA,52,NA
7,Julio,16,2013,Martes,23,NA,54,NA
7,Julio,17,2013,Miércoles,23,NA,55,NA
7,Julio,18,2013,Jueves,23,NA,47,NA
7,Julio,19,2013,Viernes,23,NA,47,NA
7,Julio,22,2013,Lunes,23,NA,45,NA
7,Julio,23,2013,Martes,23,NA,44,NA
7,Julio,24,2013,Miércoles,23,NA,46,NA
7,Julio,25,2013,Jueves,23,NA,47,NA
7,Julio,26,2013,Viernes,23,NA,45,NA
7,Julio,29,2013,Lunes,23,NA,44,NA
7,Julio,30,2013,Martes,23,NA,45,NA
7,Julio,31,2013,Miércoles,23,NA,44,NA
8,Agosto,1,2013,Jueves,23,NA,47,NA
8,Agosto,2,2013,Viernes,23,NA,52,NA
8,Agosto,5,2013,Lunes,23,NA,46,NA
8,Agosto,6,2013,Martes,23,NA,45,NA
8,Agosto,7,2013,Miércoles,23,NA,45,NA
8,Agosto,8,2013,Jueves,23,NA,45,NA
8,Agosto,9,2013,Viernes,23,NA,44,NA
8,Agosto,12,2013,Lunes,23,NA,44,NA
8,Agosto,13,2013,Martes,23,NA,44,NA
8,Agosto,14,2013,Miércoles,23,NA,44,NA
8,Agosto,15,2013,Jueves,23,NA,46,NA
8,Agosto,16,2013,Viernes,23,NA,45,NA
8,Agosto,19,2013,Lunes,23,NA,46,NA
8,Agosto,20,2013,Martes,23,NA,45,NA
8,Agosto,21,2013,Miércoles,23,NA,46,NA
8,Agosto,22,2013,Jueves,23,NA,45,NA
8,Agosto,23,2013,Viernes,23,NA,45,NA
8,Agosto,26,2013,Lunes,23,NA,48,NA
8,Agosto,27,2013,Martes,23,NA,49,NA
8,Agosto,28,2013,Miércoles,,NA,,NA
8,Agosto,29,2013,Jueves,,NA,,NA
8,Agosto,30,2013,Viernes,,NA,,NA
9,Septiembre,2,2013,Lunes,23,NA,51,NA
9,Septiembre,3,2013,Martes,22,NA,55,NA
9,Septiembre,4,2013,Miércoles,23,NA,51,NA
9,Septiembre,5,2013,Jueves,23,NA,58,NA
9,Septiembre,6,2013,Viernes,23,NA,45,NA
9,Septiembre,9,2013,Lunes,23,NA,42,NA
9,Septiembre,10,2013,Martes,23,NA,42,NA
9,Septiembre,11,2013,Miércoles,23,NA,45,NA
9,Septiembre,12,2013,Jueves,23,NA,43,NA
9,Septiembre,13,2013,Viernes,23,NA,38,NA
9,Septiembre,16,2013,Lunes,23,NA,36,NA
9,Septiembre,17,2013,Martes,23,NA,37,NA
9,Septiembre,18,2013,Miércoles,23,NA,39,NA
9,Septiembre,19,2013,Jueves,23,NA,36,NA
9,Septiembre,20,2013,Viernes,23,NA,36,NA
9,Septiembre,23,2013,Lunes,23,NA,35,NA
9,Septiembre,24,2013,Martes,23,NA,36,NA
9,Septiembre,25,2013,Miércoles,23,NA,35,NA
9,Septiembre,26,2013,Jueves,23,NA,35,NA
9,Septiembre,27,2013,Viernes,23,NA,35,NA
9,Septiembre,30,2013,Lunes,23,NA,34,NA
10,Octubre,1,2013,Martes,23,NA,34,NA
10,Octubre,2,2013,Miércoles,23,NA,34,NA
10,Octubre,3,2013,Jueves,21,NA,37,NA
10,Octubre,4,2013,Viernes,22,NA,44,NA
10,Octubre,7,2013,Lunes,21,NA,36,NA
10,Octubre,8,2013,Martes,21,NA,37,NA
10,Octubre,9,2013,Miércoles,21,NA,41,NA
10,Octubre,10,2013,Jueves,21,NA,41,NA
10,Octubre,11,2013,Viernes,21,NA,41,NA
10,Octubre,14,2013,Lunes,21,NA,37,NA
10,Octubre,15,2013,Martes,22,NA,40,NA
10,Octubre,16,2013,Miércoles,22,NA,40,NA
10,Octubre,17,2013,Jueves,22,NA,37,NA
10,Octubre,18,2013,Viernes,22,NA,35,NA
10,Octubre,21,2013,Lunes,22,NA,35,NA
10,Octubre,22,2013,Martes,22,NA,43,NA
10,Octubre,23,2013,Miércoles,22,NA,41,NA
10,Octubre,24,2013,Jueves,19,NA,39,NA
10,Octubre,25,2013,Viernes,22,NA,43,NA
10,Octubre,28,2013,Lunes,23,NA,43,NA
10,Octubre,29,2013,Martes,23,NA,43,NA
10,Octubre,30,2013,Miércoles,23,NA,47,NA
10,Octubre,31,2013,Jueves,23,NA,45,NA
11,Noviembre,1,2013,Viernes,23,NA,48,NA
11,Noviembre,4,2013,Lunes,22,NA,54,NA
11,Noviembre,5,2013,Martes,23,NA,55,NA
11,Noviembre,6,2013,Miércoles,22,NA,52,NA
11,Noviembre,7,2013,Jueves,21,NA,43,NA
11,Noviembre,8,2013,Viernes,21,NA,43,NA
11,Noviembre,11,2013,Lunes,22,NA,35,NA
11,Noviembre,12,2013,Martes,22,NA,34,NA
11,Noviembre,13,2013,Miércoles,24,NA,34,NA
11,Noviembre,14,2013,Jueves,23,NA,34,NA
11,Noviembre,15,2013,Viernes,24,NA,34,NA
11,Noviembre,18,2013,Lunes,24,NA,33,NA
11,Noviembre,19,2013,Martes,24,NA,34,NA
11,Noviembre,20,2013,Miércoles,,NA,,NA
11,Noviembre,21,2013,Jueves,,NA,,NA
11,Noviembre,22,2013,Viernes,,NA,,NA
11,Noviembre,25,2013,Lunes,22,NA,34,NA
11,Noviembre,26,2013,Martes,22,NA,35,NA
11,Noviembre,27,2013,Miércoles,22,NA,35,NA
11,Noviembre,28,2013,Jueves,22,NA,35,NA
11,Noviembre,29,2013,Viernes,22,NA,35,NA
12,Diciembre,2,2013,Lunes,22,NA,35,NA
12,Diciembre,3,2013,Martes,22,NA,36,NA
12,Diciembre,4,2013,Miércoles,22,NA,34,NA
12,Diciembre,5,2013,Jueves,22,NA,34,NA
12,Diciembre,6,2013,Viernes,,NA,,NA
12,Diciembre,9,2013,Lunes,22,NA,34,NA
12,Diciembre,10,2013,Martes,22,NA,34,NA
12,Diciembre,11,2013,Miércoles,24,NA,33,NA
12,Diciembre,12,2013,Jueves,24,NA,33,NA
12,Diciembre,13,2013,Viernes,24,NA,33,NA
12,Diciembre,16,2013,Lunes,24,NA,32,NA
12,Diciembre,17,2013,Martes,24,NA,33,NA
12,Diciembre,18,2013,Miércoles,24,NA,33,NA
12,Diciembre,19,2013,Jueves,24,NA,33,NA
12,Diciembre,20,2013,Viernes,24,NA,34,NA
12,Diciembre,23,2013,Lunes,,NA,,NA
12,Diciembre,24,2013,Martes,,NA,,NA
12,Diciembre,25,2013,Miércoles,,NA,,NA
12,Diciembre,26,2013,Jueves,,NA,,NA
12,Diciembre,27,2013,Viernes,,NA,,NA
12,Diciembre,30,2013,Lunes,,NA,,NA
12,Diciembre,31,2013,Martes,,NA,,NA
1,Enero,1,2014,Miércoles,,NA,,NA
1,Enero,2,2014,Jueves,,NA,,NA
1,Enero,3,2014,Viernes,,NA,,NA
1,Enero,6,2014,Lunes,24,NA,35,NA
1,Enero,7,2014,Martes,24,NA,34,NA
1,Enero,8,2014,Miércoles,24,NA,33,NA
1,Enero,9,2014,Jueves,24,NA,34,NA
1,Enero,10,2014,Viernes,25,NA,36,NA
1,Enero,13,2014,Lunes,25,NA,44,NA
1,Enero,14,2014,Martes,25,NA,42,NA
1,Enero,15,2014,Miércoles,26,NA,35,NA
1,Enero,16,2014,Jueves,26,NA,34,NA
1,Enero,17,2014,Viernes,25,NA,32,NA
1,Enero,20,2014,Lunes,26,NA,35,NA
1,Enero,21,2014,Martes,25,NA,35,NA
1,Enero,22,2014,Miércoles,25,NA,35,NA
1,Enero,23,2014,Jueves,25,NA,34,NA
1,Enero,24,2014,Viernes,25,NA,34,NA
1,Enero,27,2014,Lunes,25,NA,34,NA
1,Enero,28,2014,Martes,25,NA,34,NA
1,Enero,29,2014,Miércoles,25,NA,34,NA
1,Enero,30,2014,Jueves,25,NA,34,NA
1,Enero,31,2014,Viernes,25,NA,33,NA
2,Febrero,3,2014,Lunes,25,NA,35,NA
2,Febrero,4,2014,Martes,26,NA,33,NA
2,Febrero,5,2014,Miércoles,25,NA,35,NA
2,Febrero,6,2014,Jueves,25,NA,37,NA
2,Febrero,7,2014,Viernes,25,NA,37,NA
2,Febrero,10,2014,Lunes,25,NA,46,NA
2,Febrero,11,2014,Martes,25,NA,46,NA
2,Febrero,12,2014,Miércoles,25,NA,46,NA
2,Febrero,13,2014,Jueves,25,NA,43,NA
2,Febrero,14,2014,Viernes,25,NA,40,NA
2,Febrero,17,2014,Lunes,27,NA,36,NA
2,Febrero,18,2014,Martes,21,NA,35,NA
2,Febrero,19,2014,Miércoles,21,NA,35,NA
2,Febrero,20,2014,Jueves,27,NA,36,NA
2,Febrero,21,2014,Viernes,26,NA,35,NA
2,Febrero,24,2014,Lunes,27,NA,31,NA
2,Febrero,25,2014,Martes,23,NA,33,NA
2,Febrero,26,2014,Miércoles,24,NA,33,NA
2,Febrero,27,2014,Jueves,24,NA,33,NA
2,Febrero,28,2014,Viernes,24,NA,33,NA
3,Marzo,3,2014,Lunes,22,NA,45,NA
3,Marzo,4,2014,Martes,23,NA,45,NA
3,Marzo,5,2014,Miércoles,26,NA,45,NA
3,Marzo,6,2014,Jueves,26,NA,43,NA
3,Marzo,7,2014,Viernes,24,NA,37,NA
3,Marzo,10,2014,Lunes,23,NA,34,NA
3,Marzo,11,2014,Martes,25,NA,40,NA
3,Marzo,12,2014,Miércoles,25,NA,40,NA
3,Marzo,13,2014,Jueves,24,NA,34,NA
3,Marzo,14,2014,Viernes,24,NA,34,NA
3,Marzo,17,2014,Lunes,24,NA,33,NA
3,Marzo,18,2014,Martes,24,NA,34,NA
3,Marzo,19,2014,Miércoles,24,NA,34,NA
3,Marzo,20,2014,Jueves,24,NA,34,NA
3,Marzo,21,2014,Viernes,24,NA,36,NA
3,Marzo,24,2014,Lunes,24,NA,34,NA
3,Marzo,25,2014,Martes,24,NA,38,NA
3,Marzo,26,2014,Miércoles,25,NA,37,NA
3,Marzo,27,2014,Jueves,25,NA,37,NA
3,Marzo,28,2014,Viernes,25,NA,37,NA
3,Marzo,31,2014,Lunes,25,NA,34,NA
4,Abril,1,2014,Martes,25,NA,34,NA
4,Abril,2,2014,Miércoles,25,NA,42,NA
4,Abril,3,2014,Jueves,26,NA,35,NA
4,Abril,4,2014,Viernes,26,NA,35,NA
4,Abril,7,2014,Lunes,25,NA,32,NA
4,Abril,8,2014,Martes,26,NA,35,NA
4,Abril,9,2014,Miércoles,26,NA,35,NA
4,Abril,10,2014,Jueves,25,NA,24,NA
4,Abril,11,2014,Viernes,24,NA,34,NA
4,Abril,14,2014,Lunes,26,NA,59,NA
4,Abril,15,2014,Martes,26,NA,39,NA
4,Abril,16,2014,Miércoles,26,NA,38,NA
4,Abril,17,2014,Jueves,25,NA,38,NA
4,Abril,18,2014,Viernes,,NA,,NA
4,Abril,21,2014,Lunes,25,NA,50,NA
4,Abril,22,2014,Martes,25,NA,50,NA
4,Abril,23,2014,Miércoles,25,NA,43,NA
4,Abril,24,2014,Jueves,25,NA,40,NA
4,Abril,25,2014,Viernes,25,NA,40,NA
4,Abril,28,2014,Lunes,25,NA,40,NA
4,Abril,29,2014,Martes,25,NA,43,NA
4,Abril,30,2014,Miércoles,25,NA,43,NA
5,Mayo,1,2014,Jueves,,NA,,NA
5,Mayo,2,2014,Viernes,26,NA,35,NA
5,Mayo,5,2014,Lunes,24,NA,37,NA
5,Mayo,6,2014,Martes,24,NA,37,NA
5,Mayo,7,2014,Miércoles,25,NA,42,NA
5,Mayo,8,2014,Jueves,25,NA,41,NA
5,Mayo,9,2014,Viernes,25,NA,41,NA
5,Mayo,12,2014,Lunes,25,NA,41,NA
5,Mayo,13,2014,Martes,25,NA,41,NA
5,Mayo,14,2014,Miércoles,25,NA,34,NA
5,Mayo,15,2014,Jueves,25,NA,34,NA
5,Mayo,16,2014,Viernes,25,NA,34,NA
5,Mayo,19,2014,Lunes,25,NA,34,NA
5,Mayo,20,2014,Martes,25,NA,34,NA
5,Mayo,21,2014,Miércoles,24,NA,34,NA
5,Mayo,22,2014,Jueves,24,NA,35,NA
5,Mayo,23,2014,Viernes,24,NA,35,NA
5,Mayo,26,2014,Lunes,24,NA,35,NA
5,Mayo,27,2014,Martes,24,NA,35,NA
5,Mayo,28,2014,Miércoles,25,NA,42,NA
5,Mayo,29,2014,Jueves,24,NA,43,NA
5,Mayo,30,2014,Viernes,24,NA,43,NA
6,Junio,2,2014,Lunes,24,NA,49,NA
6,Junio,3,2014,Martes,24,NA,49,NA
6,Junio,4,2014,Miércoles,24,NA,45,NA
6,Junio,5,2014,Jueves,24,NA,45,NA
6,Junio,6,2014,Viernes,24,NA,45,NA
6,Junio,9,2014,Lunes,24,NA,45,NA
6,Junio,10,2014,Martes,24,NA,45,NA
6,Junio,11,2014,Miércoles,24,NA,45,NA
6,Junio,12,2014,Jueves,24,NA,48,NA
6,Junio,13,2014,Viernes,24,NA,48,NA
6,Junio,16,2014,Lunes,24,NA,48,NA
6,Junio,17,2014,Martes,24,NA,48,NA
6,Junio,18,2014,Miércoles,24,NA,44,NA
6,Junio,19,2014,Jueves,24,NA,44,NA
6,Junio,20,2014,Viernes,24,NA,44,NA
6,Junio,23,2014,Lunes,24,NA,53,NA
6,Junio,24,2014,Martes,24,NA,53,NA
6,Junio,25,2014,Miércoles,24,NA,53,NA
6,Junio,26,2014,Jueves,24,NA,53,NA
6,Junio,27,2014,Viernes,24,NA,53,NA
6,Junio,30,2014,Lunes,24,NA,52,NA
7,Julio,1,2014,Martes,24,NA,52,NA
7,Julio,2,2014,Miércoles,24,NA,50,NA
7,Julio,3,2014,Jueves,24,NA,50,NA
7,Julio,4,2014,Viernes,24,NA,52,NA
7,Julio,7,2014,Lunes,24,NA,50,NA
7,Julio,8,2014,Martes,24,NA,44,NA
7,Julio,9,2014,Miércoles,24,NA,51,NA
7,Julio,10,2014,Jueves,24,NA,48,NA
7,Julio,11,2014,Viernes,24,NA,48,NA
7,Julio,14,2014,Lunes,24,NA,48,NA
7,Julio,15,2014,Martes,24,NA,47,NA
7,Julio,16,2014,Miércoles,24,NA,47,NA
7,Julio,17,2014,Jueves,24,NA,48,NA
7,Julio,18,2014,Viernes,24,NA,49,NA
7,Julio,21,2014,Lunes,24,NA,47,NA
7,Julio,22,2014,Martes,24,NA,49,NA
7,Julio,23,2014,Miércoles,22,NA,47,NA
7,Julio,24,2014,Jueves,24,NA,48,NA
7,Julio,25,2014,Viernes,25,NA,48,NA
7,Julio,28,2014,Lunes,24,NA,61,NA
7,Julio,29,2014,Martes,24,NA,61,NA
7,Julio,30,2014,Miércoles,24,NA,57,NA
7,Julio,31,2014,Jueves,25,NA,61,NA
8,Agosto,1,2014,Viernes,24,NA,48,NA
8,Agosto,4,2014,Lunes,24,NA,61,NA
8,Agosto,5,2014,Martes,24,NA,44,NA
8,Agosto,6,2014,Miércoles,24,NA,57,NA
8,Agosto,7,2014,Jueves,24,NA,56,NA
8,Agosto,8,2014,Viernes,23,NA,52,NA
8,Agosto,11,2014,Lunes,23,NA,48,NA
8,Agosto,12,2014,Martes,24,NA,48,NA
8,Agosto,13,2014,Miércoles,24,NA,53,NA
8,Agosto,14,2014,Jueves,24,NA,54,NA
8,Agosto,15,2014,Viernes,24,NA,49,NA
8,Agosto,18,2014,Lunes,24,NA,53,NA
8,Agosto,19,2014,Martes,24,NA,57,NA
8,Agosto,20,2014,Miércoles,24,NA,53,NA
8,Agosto,21,2014,Jueves,24,NA,55,NA
8,Agosto,22,2014,Viernes,24,NA,50,NA
8,Agosto,25,2014,Lunes,24,NA,51,NA
8,Agosto,26,2014,Martes,24,NA,53,NA
8,Agosto,27,2014,Miércoles,24,NA,51,NA
8,Agosto,28,2014,Jueves,24,NA,53,NA
8,Agosto,29,2014,Viernes,23,NA,53,NA
9,Septiembre,1,2014,Lunes,24,NA,56,NA
9,Septiembre,2,2014,Martes,24,NA,55,NA
9,Septiembre,3,2014,Miércoles,24,NA,56,NA
9,Septiembre,4,2014,Jueves,24,NA,56,NA
9,Septiembre,5,2014,Viernes,23,NA,55,NA
9,Septiembre,8,2014,Lunes,24,NA,50,NA
9,Septiembre,9,2014,Martes,24,NA,51,NA
9,Septiembre,10,2014,Miércoles,24,NA,53,NA
9,Septiembre,11,2014,Jueves,24,NA,53,NA
9,Septiembre,12,2014,Viernes,23,NA,59,NA
9,Septiembre,15,2014,Lunes,23,NA,56,NA
9,Septiembre,16,2014,Martes,24,NA,57,NA
9,Septiembre,17,2014,Miércoles,23,NA,57,NA
9,Septiembre,18,2014,Jueves,23,NA,58,NA
9,Septiembre,19,2014,Viernes,24,NA,59,NA
9,Septiembre,22,2014,Lunes,24,NA,58,NA
9,Septiembre,23,2014,Martes,24,NA,56,NA
9,Septiembre,24,2014,Miércoles,23,NA,56,NA
9,Septiembre,25,2014,Jueves,24,NA,58,NA
9,Septiembre,26,2014,Viernes,24,NA,58,NA
9,Septiembre,29,2014,Lunes,23,NA,52,NA
9,Septiembre,30,2014,Martes,24,NA,58,NA
10,Octubre,1,2014,Miércoles,24,NA,52,NA
10,Octubre,2,2014,Jueves,23,NA,58,NA
10,Octubre,3,2014,Viernes,24,NA,58,NA
10,Octubre,6,2014,Lunes,23,NA,52,NA
10,Octubre,7,2014,Martes,23,NA,52,NA
10,Octubre,8,2014,Miércoles,23,NA,57,NA
10,Octubre,9,2014,Jueves,24,NA,58,NA
10,Octubre,10,2014,Viernes,23,NA,58,NA
10,Octubre,13,2014,Lunes,24,NA,50,NA
10,Octubre,14,2014,Martes,24,NA,52,NA
10,Octubre,15,2014,Miércoles,24,NA,58,NA
10,Octubre,16,2014,Jueves,23,NA,58,NA
10,Octubre,17,2014,Viernes,24,NA,59,NA
10,Octubre,20,2014,Lunes,23,NA,56,NA
10,Octubre,21,2014,Martes,23,NA,52,NA
10,Octubre,22,2014,Miércoles,23,NA,63,NA
10,Octubre,23,2014,Jueves,23,NA,53,NA
10,Octubre,24,2014,Viernes,23,NA,54,NA
10,Octubre,27,2014,Lunes,23,NA,54,NA
10,Octubre,28,2014,Martes,23,NA,51,NA
10,Octubre,29,2014,Miércoles,23,NA,53,NA
10,Octubre,30,2014,Jueves,24,NA,51,NA
10,Octubre,31,2014,Viernes,24,NA,54,NA
11,Noviembre,3,2014,Lunes,23,NA,51,NA
11,Noviembre,4,2014,Martes,24,NA,54,NA
11,Noviembre,5,2014,Miércoles,24,NA,66,NA
11,Noviembre,6,2014,Jueves,24,NA,54,NA
11,Noviembre,7,2014,Viernes,23,NA,54,NA
11,Noviembre,10,2014,Lunes,24,NA,51,NA
11,Noviembre,11,2014,Martes,24,NA,55,NA
11,Noviembre,12,2014,Miércoles,24,NA,52,NA
11,Noviembre,13,2014,Jueves,24,NA,52,NA
11,Noviembre,14,2014,Viernes,23,NA,60,NA
11,Noviembre,17,2014,Lunes,24,NA,60,NA
11,Noviembre,18,2014,Martes,24,NA,58,NA
11,Noviembre,19,2014,Miércoles,24,NA,56,NA
11,Noviembre,20,2014,Jueves,23,NA,67,NA
11,Noviembre,21,2014,Viernes,23,NA,52,NA
11,Noviembre,24,2014,Lunes,24,NA,50,NA
11,Noviembre,25,2014,Martes,24,NA,50,NA
11,Noviembre,26,2014,Miércoles,23,NA,51,NA
11,Noviembre,27,2014,Jueves,24,NA,53,NA
11,Noviembre,28,2014,Viernes,24,NA,60,NA
12,Diciembre,1,2014,Lunes,24,NA,67,NA
12,Diciembre,2,2014,Martes,22,NA,52,NA
12,Diciembre,3,2014,Miércoles,24,NA,53,NA
12,Diciembre,4,2014,Jueves,23,NA,52,NA
12,Diciembre,5,2014,Viernes,24,NA,60,NA
12,Diciembre,8,2014,Lunes,24,NA,61,NA
12,Diciembre,9,2014,Martes,23,NA,52,NA
12,Diciembre,10,2014,Miércoles,24,NA,60,NA
12,Diciembre,11,2014,Jueves,24,NA,62,NA
12,Diciembre,12,2014,Viernes,23,NA,58,NA
12,Diciembre,15,2014,Lunes,24,NA,50,NA
12,Diciembre,16,2014,Martes,24,NA,58,NA
12,Diciembre,17,2014,Miércoles,24,NA,59,NA
12,Diciembre,18,2014,Jueves,24,NA,58,NA
12,Diciembre,19,2014,Viernes,24,NA,58,NA
12,Diciembre,22,2014,Lunes,24,NA,53,NA
12,Diciembre,23,2014,Martes,23,NA,55,NA
12,Diciembre,24,2014,Miércoles,,NA,,NA
12,Diciembre,25,2014,Jueves,,NA,,NA
12,Diciembre,26,2014,Viernes,,NA,,NA
12,Diciembre,29,2014,Lunes,22,NA,34,NA
12,Diciembre,30,2014,Martes,22,NA,34,NA
12,Diciembre,31,2014,Miércoles,23,NA,35,NA
1,Enero,1,2015,Jueves,23,NA,34,NA
1,Enero,2,2015,Viernes,23,NA,31,NA
1,Enero,5,2015,Lunes,23,NA,40,NA
1,Enero,6,2015,Martes,24,NA,35,NA
1,Enero,7,2015,Miércoles,22,NA,33,NA
1,Enero,8,2015,Jueves,25,NA,38,NA
1,Enero,9,2015,Viernes,25,NA,36,NA
1,Enero,12,2015,Lunes,24,NA,35,NA
1,Enero,13,2015,Martes,23,NA,42,NA
1,Enero,14,2015,Miércoles,22,NA,45,NA
1,Enero,15,2015,Jueves,24,NA,45,NA
1,Enero,16,2015,Viernes,22,NA,36,NA
1,Enero,19,2015,Lunes,23,NA,35,NA
1,Enero,20,2015,Martes,22,NA,35,NA
1,Enero,21,2015,Miércoles,23,NA,35,NA
1,Enero,22,2015,Jueves,22,NA,35,NA
1,Enero,23,2015,Viernes,22,NA,40,NA
1,Enero,26,2015,Lunes,23,NA,40,NA
1,Enero,27,2015,Martes,23,NA,41,NA
1,Enero,28,2015,Miércoles,23,NA,43,NA
1,Enero,29,2015,Jueves,22,NA,39,NA
1,Enero,30,2015,Viernes,22,NA,36,NA
2,Febrero,2,2015,Lunes,20,NA,40,NA
2,Febrero,3,2015,Martes,20,NA,56,NA
2,Febrero,4,2015,Miércoles,22,NA,55,NA
2,Febrero,5,2015,Jueves,24,NA,50,NA
2,Febrero,6,2015,Viernes,25,NA,50,NA
2,Febrero,9,2015,Lunes,25,NA,56,NA
2,Febrero,10,2015,Martes,23,NA,48,NA
2,Febrero,11,2015,Miércoles,22,NA,42,NA
2,Febrero,12,2015,Jueves,22,NA,30,NA
2,Febrero,13,2015,Viernes,23,NA,31,NA
2,Febrero,16,2015,Lunes,23,NA,36,NA
2,Febrero,17,2015,Martes,23,NA,36,NA
2,Febrero,18,2015,Miércoles,23,NA,36,NA
2,Febrero,19,2015,Jueves,22,NA,36,NA
2,Febrero,20,2015,Viernes,22,NA,35,NA
2,Febrero,23,2015,Lunes,20,NA,33,NA
2,Febrero,24,2015,Martes,24,NA,36,NA
2,Febrero,25,2015,Miércoles,22,NA,36,NA
2,Febrero,26,2015,Jueves,23,NA,35,NA
2,Febrero,27,2015,Viernes,23,NA,35,NA
3,Marzo,2,2015,Lunes,22,NA,38,NA
3,Marzo,3,2015,Martes,23,NA,51,NA
3,Marzo,4,2015,Miércoles,23,NA,51,NA
