Date,Fecha,Dia,Temperatura (entrada),Temperatura (zona ampliación),Humedad (entrada),Humedad (zona ampliación),Year,Monitoreo
478,30-Oct-13,Miércoles,23,NA,47,NA,2013,
479,31-Oct-13,Jueves,23,NA,45,NA,2013,
480,1-Nov-13,Viernes,23,NA,48,NA,2013,
481,4-Nov-13,Lunes,22,NA,54,NA,2013,
482,5-Nov-13,Martes,23,NA,55,NA,2013,
483,6-Nov-13,Miércoles,22,NA,52,NA,2013,
484,7-Nov-13,Jueves,21,NA,43,NA,2013,
485,8-Nov-13,Viernes,21,NA,43,NA,2013,
486,11-Nov-13,Lunes,22,NA,35,NA,2013,
487,12-Nov-13,Martes,22,NA,34,NA,2013,
488,13-Nov-13,Miércoles,24,NA,34,NA,2013,
489,14-Nov-13,Jueves,23,NA,34,NA,2013,
490,15-Nov-13,Viernes,24,NA,34,NA,2013,
491,18-Nov-13,Lunes,24,NA,33,NA,2013,
492,19-Nov-13,Martes,24,NA,34,NA,2013,
493,20-Nov-13,Miércoles,,NA,,NA,2013,
494,21-Nov-13,Jueves,,NA,,NA,2013,
495,22-Nov-13,Viernes,,NA,,NA,2013,
496,25-Nov-13,Lunes,22,NA,34,NA,2013,
497,26-Nov-13,Martes,22,NA,35,NA,2013,
498,27-Nov-13,Miércoles,22,NA,35,NA,2013,
499,28-Nov-13,Jueves,22,NA,35,NA,2013,
500,29-Nov-13,Viernes,22,NA,35,NA,2013,
501,2-Dec-13,Lunes,22,NA,35,NA,2013,
502,3-Dec-13,Martes,22,NA,36,NA,2013,
503,4-Dec-13,Miércoles,22,NA,34,NA,2013,
504,5-Dec-13,Jueves,22,NA,34,NA,2013,
505,6-Dec-13,Viernes,,NA,,NA,2013,
506,9-Dec-13,Lunes,22,NA,34,NA,2013,
507,10-Dec-13,Martes,22,NA,34,NA,2013,
508,11-Dec-13,Miércoles,24,NA,33,NA,2013,
509,12-Dec-13,Jueves,24,NA,33,NA,2013,
510,13-Dec-13,Viernes,24,NA,33,NA,2013,
511,16-Dec-13,Lunes,24,NA,32,NA,2013,
512,17-Dec-13,Martes,24,NA,33,NA,2013,
513,18-Dec-13,Miércoles,24,NA,33,NA,2013,
514,19-Dec-13,Jueves,24,NA,33,NA,2013,
515,20-Dec-13,Viernes,24,NA,34,NA,2013,
516,23-Dec-13,Lunes,,NA,,NA,2013,
517,24-Dec-13,Martes,,NA,,NA,2013,
518,25-Dec-13,Miércoles,,NA,,NA,2013,
519,26-Dec-13,Jueves,,NA,,NA,2013,
520,27-Dec-13,Viernes,,NA,,NA,2013,
521,30-Dec-13,Lunes,,NA,,NA,2013,
522,31-Dec-13,Martes,,NA,,NA,2013,
523,1-Jan-14,Miércoles,,NA,,NA,2014,
524,2-Jan-14,Jueves,,NA,,NA,2014,
525,3-Jan-14,Viernes,,NA,,NA,2014,
526,6-Jan-14,Lunes,24,NA,35,NA,2014,
527,7-Jan-14,Martes,24,NA,34,NA,2014,
528,8-Jan-14,Miércoles,24,NA,33,NA,2014,
529,9-Jan-14,Jueves,24,NA,34,NA,2014,
530,10-Jan-14,Viernes,25,NA,36,NA,2014,
531,13-Jan-14,Lunes,25,NA,44,NA,2014,
532,14-Jan-14,Martes,25,NA,42,NA,2014,
533,15-Jan-14,Miércoles,26,NA,35,NA,2014,
534,16-Jan-14,Jueves,26,NA,34,NA,2014,
535,17-Jan-14,Viernes,25,NA,32,NA,2014,
536,20-Jan-14,Lunes,26,NA,35,NA,2014,
537,21-Jan-14,Martes,25,NA,35,NA,2014,
538,22-Jan-14,Miércoles,25,NA,35,NA,2014,
539,23-Jan-14,Jueves,25,NA,34,NA,2014,
540,24-Jan-14,Viernes,25,NA,34,NA,2014,
541,27-Jan-14,Lunes,25,NA,34,NA,2014,
542,28-Jan-14,Martes,25,NA,34,NA,2014,
543,29-Jan-14,Miércoles,25,NA,34,NA,2014,
544,30-Jan-14,Jueves,25,NA,34,NA,2014,
545,31-Jan-14,Viernes,25,NA,33,NA,2014,
546,3-Feb-14,Lunes,25,NA,35,NA,2014,
547,4-Feb-14,Martes,26,NA,33,NA,2014,
548,5-Feb-14,Miércoles,25,NA,35,NA,2014,
549,6-Feb-14,Jueves,25,NA,37,NA,2014,
550,7-Feb-14,Viernes,25,NA,37,NA,2014,
551,10-Feb-14,Lunes,25,NA,46,NA,2014,
552,11-Feb-14,Martes,25,NA,46,NA,2014,
553,12-Feb-14,Miércoles,25,NA,46,NA,2014,
554,13-Feb-14,Jueves,25,NA,43,NA,2014,
555,14-Feb-14,Viernes,25,NA,40,NA,2014,
556,17-Feb-14,Lunes,27,NA,36,NA,2014,
557,18-Feb-14,Martes,21,NA,35,NA,2014,
558,19-Feb-14,Miércoles,21,NA,35,NA,2014,
559,20-Feb-14,Jueves,27,NA,36,NA,2014,
560,21-Feb-14,Viernes,26,NA,35,NA,2014,
561,24-Feb-14,Lunes,27,NA,31,NA,2014,
562,25-Feb-14,Martes,23,NA,33,NA,2014,
563,26-Feb-14,Miércoles,24,NA,33,NA,2014,
564,27-Feb-14,Jueves,24,NA,33,NA,2014,
565,28-Feb-14,Viernes,24,NA,33,NA,2014,
566,3-Mar-14,Lunes,22,NA,45,NA,2014,
567,4-Mar-14,Martes,23,NA,45,NA,2014,
568,5-Mar-14,Miércoles,26,NA,45,NA,2014,
569,6-Mar-14,Jueves,26,NA,43,NA,2014,
570,7-Mar-14,Viernes,24,NA,37,NA,2014,
571,10-Mar-14,Lunes,23,NA,34,NA,2014,
572,11-Mar-14,Martes,25,NA,40,NA,2014,
573,12-Mar-14,Miércoles,25,NA,40,NA,2014,
574,13-Mar-14,Jueves,24,NA,34,NA,2014,
575,14-Mar-14,Viernes,24,NA,34,NA,2014,
576,17-Mar-14,Lunes,24,NA,33,NA,2014,
577,18-Mar-14,Martes,24,NA,34,NA,2014,
578,19-Mar-14,Miércoles,24,NA,34,NA,2014,
579,20-Mar-14,Jueves,24,NA,34,NA,2014,
580,21-Mar-14,Viernes,24,NA,36,NA,2014,
581,24-Mar-14,Lunes,24,NA,34,NA,2014,
582,25-Mar-14,Martes,24,NA,38,NA,2014,
583,26-Mar-14,Miércoles,25,NA,37,NA,2014,
584,27-Mar-14,Jueves,25,NA,37,NA,2014,
585,28-Mar-14,Viernes,25,NA,37,NA,2014,
586,31-Mar-14,Lunes,25,NA,34,NA,2014,
587,1-Apr-14,Martes,25,NA,34,NA,2014,
588,2-Apr-14,Miércoles,25,NA,42,NA,2014,
589,3-Apr-14,Jueves,26,NA,35,NA,2014,
590,4-Apr-14,Viernes,26,NA,35,NA,2014,
591,7-Apr-14,Lunes,25,NA,32,NA,2014,
592,8-Apr-14,Martes,26,NA,35,NA,2014,
593,9-Apr-14,Miércoles,26,NA,35,NA,2014,
594,10-Apr-14,Jueves,25,NA,24,NA,2014,
595,11-Apr-14,Viernes,24,NA,34,NA,2014,
596,14-Apr-14,Lunes,26,NA,59,NA,2014,
597,15-Apr-14,Martes,26,NA,39,NA,2014,
598,16-Apr-14,Miércoles,26,NA,38,NA,2014,
599,17-Apr-14,Jueves,25,NA,38,NA,2014,
600,18-Apr-14,Viernes,,NA,,NA,2014,
601,21-Apr-14,Lunes,25,NA,50,NA,2014,
602,22-Apr-14,Martes,25,NA,50,NA,2014,
603,23-Apr-14,Miércoles,25,NA,43,NA,2014,
604,24-Apr-14,Jueves,25,NA,40,NA,2014,
605,25-Apr-14,Viernes,25,NA,40,NA,2014,
606,28-Apr-14,Lunes,25,NA,40,NA,2014,
607,29-Apr-14,Martes,25,NA,43,NA,2014,
608,30-Apr-14,Miércoles,25,NA,43,NA,2014,
609,1-May-14,Jueves,,NA,,NA,2014,
610,2-May-14,Viernes,26,NA,35,NA,2014,
611,5-May-14,Lunes,24,NA,37,NA,2014,
612,6-May-14,Martes,24,NA,37,NA,2014,
613,7-May-14,Miércoles,25,NA,42,NA,2014,
614,8-May-14,Jueves,25,NA,41,NA,2014,
615,9-May-14,Viernes,25,NA,41,NA,2014,
616,12-May-14,Lunes,25,NA,41,NA,2014,
617,13-May-14,Martes,25,NA,41,NA,2014,
618,14-May-14,Miércoles,25,NA,34,NA,2014,
619,15-May-14,Jueves,25,NA,34,NA,2014,
620,16-May-14,Viernes,25,NA,34,NA,2014,
621,19-May-14,Lunes,25,NA,34,NA,2014,
622,20-May-14,Martes,25,NA,34,NA,2014,
623,21-May-14,Miércoles,24,NA,34,NA,2014,
624,22-May-14,Jueves,24,NA,35,NA,2014,
625,23-May-14,Viernes,24,NA,35,NA,2014,
626,26-May-14,Lunes,24,NA,35,NA,2014,
627,27-May-14,Martes,24,NA,35,NA,2014,
628,28-May-14,Miércoles,25,NA,42,NA,2014,
629,29-May-14,Jueves,24,NA,43,NA,2014,
630,30-May-14,Viernes,24,NA,43,NA,2014,
631,2-Jun-14,Lunes,24,NA,49,NA,2014,
632,3-Jun-14,Martes,24,NA,49,NA,2014,
633,4-Jun-14,Miércoles,24,NA,45,NA,2014,
634,5-Jun-14,Jueves,24,NA,45,NA,2014,
635,6-Jun-14,Viernes,24,NA,45,NA,2014,
636,9-Jun-14,Lunes,24,NA,45,NA,2014,
637,10-Jun-14,Martes,24,NA,45,NA,2014,
638,11-Jun-14,Miércoles,24,NA,45,NA,2014,
639,12-Jun-14,Jueves,24,NA,48,NA,2014,
640,13-Jun-14,Viernes,24,NA,48,NA,2014,
641,16-Jun-14,Lunes,24,NA,48,NA,2014,
642,17-Jun-14,Martes,24,NA,48,NA,2014,
643,18-Jun-14,Miércoles,24,NA,44,NA,2014,
644,19-Jun-14,Jueves,24,NA,44,NA,2014,
645,20-Jun-14,Viernes,24,NA,44,NA,2014,
646,23-Jun-14,Lunes,24,NA,53,NA,2014,
647,24-Jun-14,Martes,24,NA,53,NA,2014,
648,25-Jun-14,Miércoles,24,NA,53,NA,2014,
649,26-Jun-14,Jueves,24,NA,53,NA,2014,
650,27-Jun-14,Viernes,24,NA,53,NA,2014,
651,30-Jun-14,Lunes,24,NA,52,NA,2014,
652,1-Jul-14,Martes,24,NA,52,NA,2014,
653,2-Jul-14,Miércoles,24,NA,50,NA,2014,
654,3-Jul-14,Jueves,24,NA,50,NA,2014,
655,4-Jul-14,Viernes,24,NA,52,NA,2014,
656,7-Jul-14,Lunes,24,NA,50,NA,2014,
657,8-Jul-14,Martes,24,NA,44,NA,2014,
658,9-Jul-14,Miércoles,24,NA,51,NA,2014,
659,10-Jul-14,Jueves,24,NA,48,NA,2014,
660,11-Jul-14,Viernes,24,NA,48,NA,2014,
661,14-Jul-14,Lunes,24,NA,48,NA,2014,
662,15-Jul-14,Martes,24,NA,47,NA,2014,
663,16-Jul-14,Miércoles,24,NA,47,NA,2014,
664,17-Jul-14,Jueves,24,NA,48,NA,2014,
665,18-Jul-14,Viernes,24,NA,49,NA,2014,
666,21-Jul-14,Lunes,24,NA,47,NA,2014,
667,22-Jul-14,Martes,24,NA,49,NA,2014,
668,23-Jul-14,Miércoles,22,NA,47,NA,2014,
669,24-Jul-14,Jueves,24,NA,48,NA,2014,
670,25-Jul-14,Viernes,25,NA,48,NA,2014,
671,28-Jul-14,Lunes,24,NA,61,NA,2014,
672,29-Jul-14,Martes,24,NA,61,NA,2014,
673,30-Jul-14,Miércoles,24,NA,57,NA,2014,
674,31-Jul-14,Jueves,25,NA,61,NA,2014,
675,1-Aug-14,Viernes,24,NA,48,NA,2014,
676,4-Aug-14,Lunes,24,NA,61,NA,2014,
677,5-Aug-14,Martes,24,NA,44,NA,2014,
678,6-Aug-14,Miércoles,24,NA,57,NA,2014,
679,7-Aug-14,Jueves,24,NA,56,NA,2014,
680,8-Aug-14,Viernes,23,NA,52,NA,2014,
681,11-Aug-14,Lunes,23,NA,48,NA,2014,
682,12-Aug-14,Martes,24,NA,48,NA,2014,
683,13-Aug-14,Miércoles,24,NA,53,NA,2014,
684,14-Aug-14,Jueves,24,NA,54,NA,2014,
685,15-Aug-14,Viernes,24,NA,49,NA,2014,
686,18-Aug-14,Lunes,24,NA,53,NA,2014,
687,19-Aug-14,Martes,24,NA,57,NA,2014,
688,20-Aug-14,Miércoles,24,NA,53,NA,2014,
689,21-Aug-14,Jueves,24,NA,55,NA,2014,
690,22-Aug-14,Viernes,24,NA,50,NA,2014,
691,25-Aug-14,Lunes,24,NA,51,NA,2014,
692,26-Aug-14,Martes,24,NA,53,NA,2014,
693,27-Aug-14,Miércoles,24,NA,51,NA,2014,
694,28-Aug-14,Jueves,24,NA,53,NA,2014,
695,29-Aug-14,Viernes,23,NA,53,NA,2014,
696,1-Sep-14,Lunes,24,NA,56,NA,2014,
697,2-Sep-14,Martes,24,NA,55,NA,2014,
698,3-Sep-14,Miércoles,24,NA,56,NA,2014,
699,4-Sep-14,Jueves,24,NA,56,NA,2014,
700,5-Sep-14,Viernes,23,NA,55,NA,2014,
701,8-Sep-14,Lunes,24,NA,50,NA,2014,
702,9-Sep-14,Martes,24,NA,51,NA,2014,
703,10-Sep-14,Miércoles,24,NA,53,NA,2014,
704,11-Sep-14,Jueves,24,NA,53,NA,2014,
705,12-Sep-14,Viernes,23,NA,59,NA,2014,
706,15-Sep-14,Lunes,23,NA,56,NA,2014,
707,16-Sep-14,Martes,24,NA,57,NA,2014,
708,17-Sep-14,Miércoles,23,NA,57,NA,2014,
709,18-Sep-14,Jueves,23,NA,58,NA,2014,
710,19-Sep-14,Viernes,24,NA,59,NA,2014,
711,22-Sep-14,Lunes,24,NA,58,NA,2014,
712,23-Sep-14,Martes,24,NA,56,NA,2014,
713,24-Sep-14,Miércoles,23,NA,56,NA,2014,
714,25-Sep-14,Jueves,24,NA,58,NA,2014,
715,26-Sep-14,Viernes,24,NA,58,NA,2014,
716,29-Sep-14,Lunes,23,NA,52,NA,2014,
717,30-Sep-14,Martes,24,NA,58,NA,2014,
718,1-Oct-14,Miércoles,24,NA,52,NA,2014,
719,2-Oct-14,Jueves,23,NA,58,NA,2014,
720,3-Oct-14,Viernes,24,NA,58,NA,2014,
721,6-Oct-14,Lunes,23,NA,52,NA,2014,
722,7-Oct-14,Martes,23,NA,52,NA,2014,
723,8-Oct-14,Miércoles,23,NA,57,NA,2014,
724,9-Oct-14,Jueves,24,NA,58,NA,2014,
725,10-Oct-14,Viernes,23,NA,58,NA,2014,
726,13-Oct-14,Lunes,24,NA,50,NA,2014,
727,14-Oct-14,Martes,24,NA,52,NA,2014,
728,15-Oct-14,Miércoles,24,NA,58,NA,2014,
729,16-Oct-14,Jueves,23,NA,58,NA,2014,
730,17-Oct-14,Viernes,24,NA,59,NA,2014,
731,20-Oct-14,Lunes,23,NA,56,NA,2014,
732,21-Oct-14,Martes,23,NA,52,NA,2014,
733,22-Oct-14,Miércoles,23,NA,63,NA,2014,
734,23-Oct-14,Jueves,23,NA,53,NA,2014,
735,24-Oct-14,Viernes,23,NA,54,NA,2014,
736,27-Oct-14,Lunes,23,NA,54,NA,2014,
737,28-Oct-14,Martes,23,NA,51,NA,2014,
738,29-Oct-14,Miércoles,23,NA,53,NA,2014,
739,30-Oct-14,Jueves,24,NA,51,NA,2014,
740,31-Oct-14,Viernes,24,NA,54,NA,2014,
741,3-Nov-14,Lunes,23,NA,51,NA,2014,
742,4-Nov-14,Martes,24,NA,54,NA,2014,
743,5-Nov-14,Miércoles,24,NA,66,NA,2014,
744,6-Nov-14,Jueves,24,NA,54,NA,2014,
745,7-Nov-14,Viernes,23,NA,54,NA,2014,
746,10-Nov-14,Lunes,24,NA,51,NA,2014,
747,11-Nov-14,Martes,24,NA,55,NA,2014,
748,12-Nov-14,Miércoles,24,NA,52,NA,2014,
749,13-Nov-14,Jueves,24,NA,52,NA,2014,
750,14-Nov-14,Viernes,23,NA,60,NA,2014,
751,17-Nov-14,Lunes,24,NA,60,NA,2014,
752,18-Nov-14,Martes,24,NA,58,NA,2014,
753,19-Nov-14,Miércoles,24,NA,56,NA,2014,
754,20-Nov-14,Jueves,23,NA,67,NA,2014,
755,21-Nov-14,Viernes,23,NA,52,NA,2014,
756,24-Nov-14,Lunes,24,NA,50,NA,2014,
757,25-Nov-14,Martes,24,NA,50,NA,2014,
758,26-Nov-14,Miércoles,23,NA,51,NA,2014,
759,27-Nov-14,Jueves,24,NA,53,NA,2014,
760,28-Nov-14,Viernes,24,NA,60,NA,2014,
761,1-Dec-14,Lunes,24,NA,67,NA,2014,
762,2-Dec-14,Martes,22,NA,52,NA,2014,
763,3-Dec-14,Miércoles,24,NA,53,NA,2014,
764,4-Dec-14,Jueves,23,NA,52,NA,2014,
765,5-Dec-14,Viernes,24,NA,60,NA,2014,
766,8-Dec-14,Lunes,24,NA,61,NA,2014,
767,9-Dec-14,Martes,23,NA,52,NA,2014,
768,10-Dec-14,Miércoles,24,NA,60,NA,2014,
769,11-Dec-14,Jueves,24,NA,62,NA,2014,
770,12-Dec-14,Viernes,23,NA,58,NA,2014,
771,15-Dec-14,Lunes,24,NA,50,NA,2014,
772,16-Dec-14,Martes,24,NA,58,NA,2014,
773,17-Dec-14,Miércoles,24,NA,59,NA,2014,
774,18-Dec-14,Jueves,24,NA,58,NA,2014,
775,19-Dec-14,Viernes,24,NA,58,NA,2014,
776,22-Dec-14,Lunes,24,NA,53,NA,2014,
777,23-Dec-14,Martes,23,NA,55,NA,2014,
778,24-Dec-14,Miércoles,,NA,,NA,2014,
779,25-Dec-14,Jueves,,NA,,NA,2014,
780,26-Dec-14,Viernes,,NA,,NA,2014,
781,29-Dec-14,Lunes,22,NA,34,NA,2014,
782,30-Dec-14,Martes,22,NA,34,NA,2014,
783,31-Dec-14,Miércoles,23,NA,35,NA,2014,
784,1-Jan-15,Jueves,23,NA,34,NA,2015,
785,2-Jan-15,Viernes,23,NA,31,NA,2015,
786,5-Jan-15,Lunes,23,NA,40,NA,2015,
787,6-Jan-15,Martes,24,NA,35,NA,2015,
788,7-Jan-15,Miércoles,22,NA,33,NA,2015,
789,8-Jan-15,Jueves,25,NA,38,NA,2015,
790,9-Jan-15,Viernes,25,NA,36,NA,2015,
791,12-Jan-15,Lunes,24,NA,35,NA,2015,
792,13-Jan-15,Martes,23,NA,42,NA,2015,
793,14-Jan-15,Miércoles,22,NA,45,NA,2015,
794,15-Jan-15,Jueves,24,NA,45,NA,2015,
795,16-Jan-15,Viernes,22,NA,36,NA,2015,
796,19-Jan-15,Lunes,23,NA,35,NA,2015,
797,20-Jan-15,Martes,22,NA,35,NA,2015,
798,21-Jan-15,Miércoles,23,NA,35,NA,2015,
799,22-Jan-15,Jueves,22,NA,35,NA,2015,
800,23-Jan-15,Viernes,22,NA,40,NA,2015,
801,26-Jan-15,Lunes,23,NA,40,NA,2015,
802,27-Jan-15,Martes,23,NA,41,NA,2015,
803,28-Jan-15,Miércoles,23,NA,43,NA,2015,
804,29-Jan-15,Jueves,22,NA,39,NA,2015,
805,30-Jan-15,Viernes,22,NA,36,NA,2015,
806,2-Feb-15,Lunes,20,NA,40,NA,2015,
807,3-Feb-15,Martes,20,NA,56,NA,2015,
808,4-Feb-15,Miércoles,22,NA,55,NA,2015,
809,5-Feb-15,Jueves,24,NA,50,NA,2015,
810,6-Feb-15,Viernes,25,NA,50,NA,2015,
811,9-Feb-15,Lunes,25,NA,56,NA,2015,
812,10-Feb-15,Martes,23,NA,48,NA,2015,
813,11-Feb-15,Miércoles,22,NA,42,NA,2015,
814,12-Feb-15,Jueves,22,NA,30,NA,2015,
815,13-Feb-15,Viernes,23,NA,31,NA,2015,
816,16-Feb-15,Lunes,23,NA,36,NA,2015,
817,17-Feb-15,Martes,23,NA,36,NA,2015,
818,18-Feb-15,Miércoles,23,NA,36,NA,2015,
819,19-Feb-15,Jueves,22,NA,36,NA,2015,
820,20-Feb-15,Viernes,22,NA,35,NA,2015,
821,23-Feb-15,Lunes,20,NA,33,NA,2015,
822,24-Feb-15,Martes,24,NA,36,NA,2015,
823,25-Feb-15,Miércoles,22,NA,36,NA,2015,
824,26-Feb-15,Jueves,23,NA,35,NA,2015,
825,27-Feb-15,Viernes,23,NA,35,NA,2015,
826,2-Mar-15,Lunes,22,NA,38,NA,2015,
827,3-Mar-15,Martes,23,NA,51,NA,2015,
828,4-Mar-15,Miércoles,23,NA,51,NA,2015,
829,5-Mar-15,Jueves,22,NA,54,NA,2015,
830,6-Mar-15,Viernes,22,NA,39,NA,2015,
831,9-Mar-15,Lunes,24,NA,37,NA,2015,
832,10-Mar-15,Martes,25,NA,36,NA,2015,
833,11-Mar-15,Miércoles,25,NA,35,NA,2015,
834,12-Mar-15,Jueves,24,NA,35,NA,2015,
835,13-Mar-15,Viernes,24,NA,36,NA,2015,
836,16-Mar-15,Lunes,25,NA,38,NA,2015,
837,17-Mar-15,Martes,22,NA,38,NA,2015,
838,18-Mar-15,Miércoles,23,NA,50,NA,2015,
839,19-Mar-15,Jueves,25,NA,37,NA,2015,
840,20-Mar-15,Viernes,22,NA,36,NA,2015,
841,23-Mar-15,Lunes,22,NA,35,NA,2015,
842,24-Mar-15,Martes,22,NA,35,NA,2015,
843,25-Mar-15,Miércoles,22,NA,38,NA,2015,
844,26-Mar-15,Jueves,22,NA,39,NA,2015,
845,27-Mar-15,Viernes,23,NA,39,NA,2015,
846,30-Mar-15,Lunes,24,NA,40,NA,2015,
847,31-Mar-15,Martes,24,NA,40,NA,2015,
848,1-Apr-15,Miércoles,24,NA,41,NA,2015,
849,2-Apr-15,Jueves,22,NA,39,NA,2015,
850,3-Apr-15,Viernes,22,NA,36,NA,2015,
851,6-Apr-15,Lunes,22,NA,35,NA,2015,
852,7-Apr-15,Martes,24,NA,36,NA,2015,
853,8-Apr-15,Miércoles,24,NA,31,NA,2015,
854,9-Apr-15,Jueves,23,NA,52,NA,2015,
855,10-Apr-15,Viernes,22,NA,50,NA,2015,
856,13-Apr-15,Lunes,22,NA,53,NA,2015,
857,14-Apr-15,Martes,25,NA,48,NA,2015,
858,15-Apr-15,Miércoles,24,NA,37,NA,2015,
859,16-Apr-15,Jueves,25,NA,35,NA,2015,
860,17-Apr-15,Viernes,23,NA,35,NA,2015,
861,20-Apr-15,Lunes,23,NA,35,NA,2015,
862,21-Apr-15,Martes,22,NA,35,NA,2015,
863,22-Apr-15,Miércoles,22,NA,37,NA,2015,
864,23-Apr-15,Jueves,23,NA,35,NA,2015,
865,24-Apr-15,Viernes,23,NA,31,NA,2015,
866,27-Apr-15,Lunes,23,NA,35,NA,2015,
867,28-Apr-15,Martes,22,NA,34,NA,2015,
868,29-Apr-15,Miércoles,22,NA,35,NA,2015,
869,30-Apr-15,Jueves,22,NA,35,NA,2015,
870,1-May-15,Viernes,24,NA,31,NA,2015,
871,4-May-15,Lunes,23,NA,35,NA,2015,
872,5-May-15,Martes,22,NA,40,NA,2015,
873,6-May-15,Miércoles,22,NA,41,NA,2015,
874,7-May-15,Jueves,22,NA,37,NA,2015,
875,8-May-15,Viernes,23,NA,36,NA,2015,
876,11-May-15,Lunes,24,NA,35,NA,2015,
877,12-May-15,Martes,24,NA,35,NA,2015,
878,13-May-15,Miércoles,24,NA,35,NA,2015,
879,14-May-15,Jueves,23,NA,36,NA,2015,
880,15-May-15,Viernes,23,NA,31,NA,2015,
881,18-May-15,Lunes,22,NA,35,NA,2015,
882,19-May-15,Martes,22,NA,35,NA,2015,
883,20-May-15,Miércoles,22,NA,37,NA,2015,
884,21-May-15,Jueves,22,NA,37,NA,2015,
885,22-May-15,Viernes,22,NA,35,NA,2015,
886,25-May-15,Lunes,21,NA,35,NA,2015,
887,26-May-15,Martes,22,NA,31,NA,2015,
888,27-May-15,Miércoles,23,NA,30,NA,2015,
889,28-May-15,Jueves,24,NA,35,NA,2015,
890,29-May-15,Viernes,24,NA,35,NA,2015,
891,1-Jun-15,Lunes,24,NA,35,NA,2015,
892,2-Jun-15,Martes,22,NA,36,NA,2015,
893,3-Jun-15,Miércoles,22,NA,33,NA,2015,
894,4-Jun-15,Jueves,22,NA,31,NA,2015,
895,5-Jun-15,Viernes,22,NA,31,NA,2015,
896,8-Jun-15,Lunes,22,NA,35,NA,2015,
897,9-Jun-15,Martes,22,NA,35,NA,2015,
898,10-Jun-15,Miércoles,23,NA,35,NA,2015,
899,11-Jun-15,Jueves,23,NA,35,NA,2015,
900,12-Jun-15,Viernes,24,NA,34,NA,2015,
901,15-Jun-15,Lunes,23,NA,31,NA,2015,
902,16-Jun-15,Martes,22,NA,31,NA,2015,
903,17-Jun-15,Miércoles,22,NA,35,NA,2015,
904,18-Jun-15,Jueves,24,NA,35,NA,2015,
905,19-Jun-15,Viernes,25,NA,35,NA,2015,
906,22-Jun-15,Lunes,25,NA,35,NA,2015,
907,23-Jun-15,Martes,22,NA,35,NA,2015,
908,24-Jun-15,Miércoles,22,NA,34,NA,2015,
909,25-Jun-15,Jueves,23,NA,34,NA,2015,
910,26-Jun-15,Viernes,22,NA,31,NA,2015,
911,29-Jun-15,Lunes,22,NA,34,NA,2015,
912,30-Jun-15,Martes,22,NA,34,NA,2015,
913,1-Jul-15,Miércoles,23,NA,33,NA,2015,
914,2-Jul-15,Jueves,23,NA,34,NA,2015,
915,3-Jul-15,Viernes,21,NA,34,NA,2015,
916,6-Jul-15,Lunes,22,NA,31,NA,2015,
917,7-Jul-15,Martes,23,NA,30,NA,2015,
918,8-Jul-15,Miércoles,22,NA,35,NA,2015,
919,9-Jul-15,Jueves,22,NA,35,NA,2015,
920,10-Jul-15,Viernes,23,NA,33,NA,2015,
921,13-Jul-15,Lunes,22,NA,34,NA,2015,
922,14-Jul-15,Martes,21,NA,35,NA,2015,
923,15-Jul-15,Miércoles,20,NA,35,NA,2015,
924,16-Jul-15,Jueves,20,NA,31,NA,2015,
925,17-Jul-15,Viernes,22,NA,30,NA,2015,
926,20-Jul-15,Lunes,23,NA,31,NA,2015,
927,21-Jul-15,Martes,21,NA,32,NA,2015,
928,22-Jul-15,Miércoles,22,NA,32,NA,2015,
929,23-Jul-15,Jueves,22,NA,32,NA,2015,
930,24-Jul-15,Viernes,23,NA,33,NA,2015,
931,27-Jul-15,Lunes,21,NA,35,NA,2015,
932,28-Jul-15,Martes,22,NA,35,NA,2015,
933,29-Jul-15,Miércoles,23,NA,31,NA,2015,
934,30-Jul-15,Jueves,24,NA,30,NA,2015,
935,31-Jul-15,Viernes,24,NA,36,NA,2015,
936,3-Aug-15,Lunes,24,NA,36,NA,2015,
937,4-Aug-15,Martes,22,NA,31,NA,2015,
938,5-Aug-15,Miércoles,23,NA,39,NA,2015,
939,6-Aug-15,Jueves,23,NA,33,NA,2015,
940,7-Aug-15,Viernes,21,NA,38,NA,2015,
941,10-Aug-15,Lunes,22,NA,34,NA,2015,
942,11-Aug-15,Martes,22,NA,33,NA,2015,
943,12-Aug-15,Miércoles,21,NA,31,NA,2015,
944,13-Aug-15,Jueves,25,NA,35,NA,2015,
945,14-Aug-15,Viernes,23,NA,36,NA,2015,
946,17-Aug-15,Lunes,29,NA,35,NA,2015,
947,18-Aug-15,Martes,25,NA,33,NA,2015,
948,19-Aug-15,Miércoles,26,NA,33,NA,2015,
949,20-Aug-15,Jueves,25,NA,34,NA,2015,
950,21-Aug-15,Viernes,26,NA,32,NA,2015,
951,24-Aug-15,Lunes,22,NA,36,NA,2015,
952,25-Aug-15,Martes,23,NA,36,NA,2015,
953,26-Aug-15,Miércoles,24,NA,33,NA,2015,
954,27-Aug-15,Jueves,21,NA,34,NA,2015,
955,28-Aug-15,Viernes,24,NA,30,NA,2015,
956,31-Aug-15,Lunes,22,NA,31,NA,2015,
957,1-Sep-15,Martes,22,NA,36,NA,2015,
958,2-Sep-15,Miércoles,20,NA,37,NA,2015,
959,3-Sep-15,Jueves,20,NA,36,NA,2015,
960,4-Sep-15,Viernes,20,NA,35,NA,2015,
961,7-Sep-15,Lunes,,NA,,NA,2015,
