Date,Fecha,Dia,Temperatura (entrada),Temperatura (zona ampliación),Humedad (entrada),Humedad (zona ampliación),Year,Monitoreo
1430,23-Jun-17,Viernes,21,NA,51,NA,2017,1
1431,26-Jun-17,Lunes,19,NA,50,NA,2017,1
1432,27-Jun-17,Martes,18,NA,53,NA,2017,1
1433,28-Jun-17,Miercoles,18,NA,53,NA,2017,1
1434,29-Jun-17,Jueves,19,NA,52,NA,2017,1
1435,30-Jun-17,Viernes,20,NA,56,NA,2017,1
1436,3-Jul-17,Lunes,21,NA,53,NA,2017,1
1437,4-Jul-17,Martes,21,NA,54,NA,2017,1
1438,5-Jul-17,Miercoles,22,NA,49,NA,2017,1
1439,6-Jul-17,Jueves,21,NA,48,NA,2017,1
1440,7-Jul-17,Viernes,22,NA,46,NA,2017,1
1441,10-Jul-17,Lunes,20,NA,53,NA,2017,1
1442,11-Jul-17,Martes,20,NA,51,NA,2017,1
1443,12-Jul-17,Miercoles,18,NA,50,NA,2017,1
1444,13-Jul-17,Jueves,18,NA,49,NA,2017,1
1445,14-Jul-17,Viernes,19,NA,49,NA,2017,1
1446,17-Jul-17,Lunes,17,NA,48,NA,2017,1
1447,18-Jul-17,Martes,18,NA,52,NA,2017,1
1448,19-Jul-17,Miercoles,18,NA,53,NA,2017,1
1449,20-Jul-17,Jueves,22,NA,55,NA,2017,1
1450,21-Jul-17,Viernes,21,NA,55,NA,2017,1
1451,24-Jul-17,Lunes,22,NA,56,NA,2017,1
1452,25-Jul-17,Martes,20,NA,54,NA,2017,1
1453,26-Jul-17,Miercoles,21,NA,48,NA,2017,1
1454,27-Jul-17,Jueves,18,NA,50,NA,2017,1
1455,28-Jul-17,Viernes,19,NA,49,NA,2017,1
1456,31-Jul-17,Lunes,19,NA,52,NA,2017,1
1457,1-Aug-17,Martes,18,NA,51,NA,2017,1
1458,2-Aug-17,Miercoles,19,NA,50,NA,2017,1
1459,3-Aug-17,Jueves,20,NA,48,NA,2017,1
1460,4-Aug-17,Viernes,20,NA,45,NA,2017,1
1461,7-Aug-17,Lunes,19,NA,45,NA,2017,1
1462,8-Aug-17,Martes,19,NA,46,NA,2017,1
1463,9-Aug-17,Miercoles,19,NA,46,NA,2017,1
1464,10-Aug-17,Jueves,19,NA,48,NA,2017,1
1465,11-Aug-17,Viernes,20,NA,50,NA,2017,1
1466,14-Aug-17,Lunes,22,NA,48,NA,2017,1
1467,15-Aug-17,Martes,21,NA,50,NA,2017,1
1468,16-Aug-17,Miercoles,19,NA,49,NA,2017,1
1469,17-Aug-17,Jueves,20,NA,52,NA,2017,1
1470,18-Aug-17,Viernes,22,NA,48,NA,2017,1
1471,21-Aug-17,Lunes,17,NA,42,NA,2017,1
1472,22-Aug-17,Martes,17,NA,45,NA,2017,1
1473,23-Aug-17,Miercoles,20,NA,46,NA,2017,1
1474,24-Aug-17,Jueves,22,NA,46,NA,2017,1
1475,25-Aug-17,Viernes,20,NA,37,NA,2017,1
1476,28-Aug-17,Lunes,21,NA,48,NA,2017,1
1477,29-Aug-17,Martes,20,NA,53,NA,2017,1
1478,30-Aug-17,Miercoles,22,NA,49,NA,2017,1
1479,31-Aug-17,Jueves,21,NA,50,NA,2017,1
1480,1-Sep-17,Viernes,20,NA,48,NA,2017,1
1481,4-Sep-17,Lunes,19,NA,50,NA,2017,1
1482,5-Sep-17,Martes,20,NA,51,NA,2017,1
1483,6-Sep-17,Miercoles,20,NA,48,NA,2017,1
1484,7-Sep-17,Jueves,21,NA,47,NA,2017,1
1485,8-Sep-17,Viernes,20,NA,51,NA,2017,1
1486,11-Sep-17,Lunes,21,NA,50,NA,2017,1
1487,12-Sep-17,Martes,22,NA,48,NA,2017,1
1488,13-Sep-17,Miercoles,20,NA,48,NA,2017,1
1489,14-Sep-17,Jueves,21,NA,53,NA,2017,1
1490,15-Sep-17,Viernes,20,NA,49,NA,2017,1
1491,18-Sep-17,Lunes,19,NA,50,NA,2017,1
1492,19-Sep-17,Martes,20,NA,51,NA,2017,1
1493,20-Sep-17,Miercoles,22,NA,48,NA,2017,1
1494,21-Sep-17,Jueves,22,NA,53,NA,2017,1
1495,22-Sep-17,Viernes,20,NA,51,NA,2017,1
1496,25-Sep-17,Lunes,20,NA,52,NA,2017,1
1497,26-Sep-17,Martes,21,NA,48,NA,2017,1
1498,27-Sep-17,Miercoles,19,NA,61,NA,2017,1
1499,28-Sep-17,Jueves,20,NA,54,NA,2017,1
1500,29-Sep-17,Viernes,16,NA,41,NA,2017,1
1501,2-Oct-17,Lunes,20,NA,49,NA,2017,1
1502,3-Oct-17,Martes,21,NA,53,NA,2017,1
1503,4-Oct-17,Miercoles,21,NA,53,NA,2017,1
1504,5-Oct-17,Jueves,20,NA,50,NA,2017,1
1505,6-Oct-17,Viernes,19,NA,48,NA,2017,1
1506,9-Oct-17,Lunes,21,NA,53,NA,2017,1
1507,10-Oct-17,Martes,22,NA,51,NA,2017,1
1508,11-Oct-17,Miercoles,21,NA,48,NA,2017,1
1509,12-Oct-17,Jueves,20,NA,53,NA,2017,1
1510,13-Oct-17,Viernes,20,NA,48,NA,2017,1
1511,16-Oct-17,Lunes,20,NA,37,NA,2017,1
1512,17-Oct-17,Martes,20,NA,48,NA,2017,1
1513,18-Oct-17,Miercoles,21,NA,45,NA,2017,1
1514,19-Oct-17,Jueves,22,NA,45,NA,2017,1
1515,20-Oct-17,Viernes,20,NA,49,NA,2017,1
1516,23-Oct-17,Lunes,20,NA,38,NA,2017,1
1517,24-Oct-17,Martes,22,NA,49,NA,2017,1
1518,25-Oct-17,Miercoles,20,NA,53,NA,2017,1
1519,26-Oct-17,Jueves,22,NA,48,NA,2017,1
1520,27-Oct-17,Viernes,21,NA,38,NA,2017,1
1521,30-Oct-17,Lunes,20,NA,45,NA,2017,1
1522,31-Oct-17,Martes,21,NA,43,NA,2017,1
1523,1-Nov-17,Miercoles,19,NA,45,NA,2017,1
1524,2-Nov-17,Jueves,20,NA,46,NA,2017,1
1525,3-Nov-17,Viernes,21,NA,52,NA,2017,1
1526,6-Nov-17,Lunes,22,NA,50,NA,2017,1
1527,7-Nov-17,Martes,16,NA,40,NA,2017,1
1528,8-Nov-17,Miercoles,19,NA,48,NA,2017,1
1529,9-Nov-17,Jueves,18,NA,47,NA,2017,1
1530,10-Nov-17,Viernes,16,NA,44,NA,2017,1
1531,13-Nov-17,Lunes,21,NA,49,NA,2017,1
1532,14-Nov-17,Martes,21,NA,48,NA,2017,1
1533,15-Nov-17,Miercoles,22,NA,48,NA,2017,1
1534,16-Nov-17,Jueves,19,NA,47,NA,2017,1
1535,17-Nov-17,Viernes,21,NA,45,NA,2017,1
1536,20-Nov-17,Lunes,21,NA,56,NA,2017,1
1537,21-Nov-17,Martes,21,NA,46,NA,2017,1
1538,22-Nov-17,Miercoles,23,NA,50,NA,2017,1
1539,23-Nov-17,Jueves,19,NA,36,NA,2017,1
1540,24-Nov-17,Viernes,,NA,,NA,2017,1
1541,27-Nov-17,Lunes,22,NA,42,NA,2017,1
1542,28-Nov-17,Martes,23,NA,36,NA,2017,1
1543,29-Nov-17,Miercoles,20,NA,34,NA,2017,1
1544,30-Nov-17,Jueves,20,NA,36,NA,2017,1
1545,1-Dec-17,Viernes,20,NA,38,NA,2017,1
1546,4-Dec-17,Lunes,21,NA,36,NA,2017,1
1547,5-Dec-17,Martes,22,NA,49,NA,2017,1
1548,6-Dec-17,Miercoles,23,NA,47,NA,2017,1
1549,7-Dec-17,Jueves,20,NA,48,NA,2017,1
1550,8-Dec-17,Viernes,22,NA,47,NA,2017,1
1551,11-Dec-17,Lunes,21,NA,50,NA,2017,1
1552,12-Dec-17,Martes,20,NA,49,NA,2017,1
1553,13-Dec-17,Miercoles,19,NA,48,NA,2017,1
1554,14-Dec-17,Jueves,22,NA,42,NA,2017,1
1555,15-Dec-17,Viernes,20,NA,43,NA,2017,1
1556,18-Dec-17,Lunes,22,NA,47,NA,2017,1
1557,19-Dec-17,Martes,23,NA,50,NA,2017,1
1558,20-Dec-17,Miercoles,21,NA,48,NA,2017,1
1559,21-Dec-17,Jueves,22,NA,43,NA,2017,1
1560,22-Dec-17,Viernes,20,NA,42,NA,2017,1
1561,25-Dec-17,Lunes,20,NA,42,NA,2017,1
1562,26-Dec-17,Martes,19,NA,43,NA,2017,1
1563,27-Dec-17,Miercoles,21,NA,42,NA,2017,1
1564,28-Dec-17,Jueves,20,NA,37,NA,2017,1
1565,29-Dec-17,Viernes,21,NA,38,NA,2017,1
1566,2-Jan-18,Lunes,18,NA,35,NA,2018,2
1567,2-Jan-18,Martes,19,NA,47,NA,2018,2
1568,3-Jan-18,Miercoles,20,NA,41,NA,2018,2
1569,4-Jan-18,Jueves,20,NA,36,NA,2018,2
1570,5-Jan-18,Viernes,19,NA,35,NA,2018,2
1571,8-Jan-18,Lunes,18,NA,36,NA,2018,2
1572,9-Jan-18,Martes,20,NA,34,NA,2018,2
1573,10-Jan-18,Miercoles,21,NA,28,NA,2018,2
1574,11-Jan-18,Jueves,22,NA,36,NA,2018,2
1575,12-Jan-18,Viernes,23,NA,35,NA,2018,2
1576,15-Jan-18,Lunes,23,NA,35,NA,2018,2
1577,16-Jan-18,Martes,25,NA,34,NA,2018,2
1578,17-Jan-18,Miercoles,18,NA,31,NA,2018,2
1579,18-Jan-18,Jueves,24,NA,33,NA,2018,2
1580,19-Jan-18,Viernes,24,NA,34,NA,2018,2
1581,22-Jan-18,Lunes,23,NA,34,NA,2018,2
1582,23-Jan-18,Martes,24,NA,36,NA,2018,2
1583,24-Jan-18,Miercoles,23,NA,36,NA,2018,2
1584,25-Jan-18,Jueves,23,NA,36,NA,2018,2
1585,26-Jan-18,Viernes,22,NA,36,NA,2018,2
1586,29-Jan-18,Lunes,23,NA,38,NA,2018,2
1587,30-Jan-18,Martes,22,NA,38,NA,2018,2
1588,31-Jan-18,Miercoles,24,NA,39,NA,2018,2
1589,1-Feb-18,Jueves,21,NA,38,NA,2018,2
1590,2-Feb-18,Viernes,24,NA,39,NA,2018,2
1591,5-Feb-18,Lunes,21,NA,38,NA,2018,2
1592,6-Feb-18,Martes,22,NA,37,NA,2018,2
1593,7-Feb-18,Miercoles,21,NA,38,NA,2018,2
1594,8-Feb-18,Jueves,22,NA,34,NA,2018,2
1595,9-Feb-18,Viernes,21,NA,36,NA,2018,2
1596,12-Feb-18,Lunes,21,NA,38,NA,2018,2
1597,13-Feb-18,Martes,,NA,,NA,2018,2
1598,14-Feb-18,Miercoles,21,NA,48,NA,2018,2
1599,15-Feb-18,Jueves,22,NA,35,NA,2018,2
1600,16-Feb-18,Viernes,21,NA,48,NA,2018,2
1601,19-Feb-18,Lunes,20,NA,47,NA,2018,2
1602,20-Feb-18,Martes,20,NA,36,NA,2018,2
1603,21-Feb-18,Miercoles,22,NA,37,NA,2018,2
1604,22-Feb-18,Jueves,22,NA,47,NA,2018,2
1605,23-Feb-18,Viernes,23,NA,47,NA,2018,2
1606,26-Feb-18,Lunes,24,NA,51,NA,2018,2
1607,27-Feb-18,Martes,22,NA,42,NA,2018,2
1608,28-Feb-18,Miercoles,24,NA,42,NA,2018,2
1609,1-Mar-18,Jueves,21,NA,39,NA,2018,2
1610,2-Mar-18,Viernes,22,NA,37,NA,2018,2
1611,5-Mar-18,Lunes,21,NA,39,NA,2018,2
1612,6-Mar-18,Martes,22,NA,41,NA,2018,2
1613,7-Mar-18,Miercoles,22,NA,48,NA,2018,2
1614,8-Mar-18,Jueves,21,NA,35,NA,2018,2
1615,9-Mar-18,Viernes,21,NA,40,NA,2018,2
1616,12-Mar-18,Lunes,21,NA,43,NA,2018,2
1617,13-Mar-18,Martes,24,NA,44,NA,2018,2
1618,14-Mar-18,Miercoles,22,NA,36,NA,2018,2
1619,15-Mar-18,Jueves,23,NA,40,NA,2018,2
1620,16-Mar-18,Viernes,21,NA,38,NA,2018,2
1621,19-Mar-18,Lunes,22,NA,38,NA,2018,2
1622,20-Mar-18,Martes,22,NA,35,NA,2018,2
1623,21-Mar-18,Miercoles,21,NA,35,NA,2018,2
1624,22-Mar-18,Jueves,24,NA,43,NA,2018,2
1625,23-Mar-18,Viernes,22,NA,38,NA,2018,2
1626,26-Mar-18,Lunes,22,NA,36,NA,2018,2
1627,27-Mar-18,Martes,21,NA,34,NA,2018,2
1628,28-Mar-18,Miercoles,22,NA,38,NA,2018,2
1629,29-Mar-18,Jueves,21,NA,37,NA,2018,2
1630,30-Mar-18,Viernes,23,NA,36,NA,2018,2
1631,2-Apr-18,Lunes,22,NA,34,NA,2018,2
1632,3-Apr-18,Martes,21,NA,38,NA,2018,2
1633,4-Apr-18,Miercoles,21,NA,38,NA,2018,2
1634,5-Apr-18,Jueves,19,NA,39,NA,2018,2
1635,6-Apr-18,Viernes,20,NA,36,NA,2018,2
1636,9-Apr-18,Lunes,21,NA,36,NA,2018,2
1637,10-Apr-18,Martes,23,NA,35,NA,2018,2
1638,11-Apr-18,Miercoles,22,NA,39,NA,2018,2
1639,12-Apr-18,Jueves,21,NA,38,NA,2018,2
1640,13-Apr-18,Viernes,22,NA,38,NA,2018,2
1641,16-Apr-18,Lunes,22,NA,39,NA,2018,2
1642,17-Apr-18,Martes,21,NA,40,NA,2018,2
1643,18-Apr-18,Miercoles,20,NA,34,NA,2018,2
1644,19-Apr-18,Jueves,19,NA,38,NA,2018,2
1645,20-Apr-18,Viernes,21,NA,39,NA,2018,2
1646,23-Apr-18,Lunes,22,NA,36,NA,2018,2
1647,24-Apr-18,Martes,21,NA,38,NA,2018,2
1648,25-Apr-18,Miercoles,19,NA,34,NA,2018,2
1649,26-Apr-18,Jueves,20,NA,39,NA,2018,2
1650,27-Apr-18,Viernes,20,NA,39,NA,2018,2
1651,30-Apr-18,Lunes,21,NA,42,NA,2018,2
1652,1-May-18,Martes,22,NA,43,NA,2018,2
1653,2-May-18,Miercoles,23,NA,38,NA,2018,2
1654,3-May-18,Jueves,23,NA,38,NA,2018,2
1655,4-May-18,Viernes,21,NA,39,NA,2018,2
1656,7-May-18,Lunes,20,NA,41,NA,2018,2
1657,8-May-18,Martes,19,NA,41,NA,2018,2
1658,9-May-18,Miercoles,21,NA,40,NA,2018,2
1659,10-May-18,Jueves,20,NA,39,NA,2018,2
1660,11-May-18,Viernes,19,NA,39,NA,2018,2
1661,14-May-18,Lunes,18,NA,38,NA,2018,2
1662,15-May-18,Martes,18,NA,36,NA,2018,2
1663,16-May-18,Miercoles,17,NA,34,NA,2018,2
1664,17-May-18,Jueves,20,NA,34,NA,2018,2
1665,18-May-18,Viernes,22,NA,36,NA,2018,2
1666,21-May-18,Lunes,19,NA,37,NA,2018,2
1667,22-May-18,Martes,22,NA,38,NA,2018,2
1668,23-May-18,Miercoles,19,NA,35,NA,2018,2
1669,24-May-18,Jueves,19,NA,40,NA,2018,2
1670,25-May-18,Viernes,,NA,,NA,2018,2
1671,28-May-18,Lunes,20,NA,45,NA,2018,2
1672,29-May-18,Martes,20,NA,48,NA,2018,2
1673,30-May-18,Miercoles,20,NA,52,NA,2018,2
1674,31-May-18,Jueves,20,NA,51,NA,2018,2
1675,1-Jun-18,Viernes,20,NA,47,NA,2018,2
1676,4-Jun-18,Lunes,21,NA,43,NA,2018,2
1677,5-Jun-18,Martes,21,NA,48,NA,2018,2
1678,6-Jun-18,Miercoles,20,NA,47,NA,2018,2
1679,7-Jun-18,Jueves,19,NA,37,NA,2018,2
1680,8-Jun-18,Viernes,20,NA,45,NA,2018,2
1681,11-Jun-18,Lunes,21,NA,46,NA,2018,2
1682,12-Jun-18,Martes,22,NA,45,NA,2018,2
1683,13-Jun-18,Miercoles,21,NA,48,NA,2018,2
1684,14-Jun-18,Jueves,20,NA,43,NA,2018,2
1685,15-Jun-18,Viernes,21,NA,41,NA,2018,2
1686,18-Jun-18,Lunes,21,NA,57,NA,2018,2
1687,19-Jun-18,Martes,21,NA,49,NA,2018,2
1688,20-Jun-18,Miercoles,20,NA,50,NA,2018,2
1689,21-Jun-18,Jueves,21,NA,45,NA,2018,2
1690,22-Jun-18,Viernes,23,NA,49,NA,2018,2
1691,25-Jun-18,Lunes,20,NA,51,NA,2018,2
1692,26-Jun-18,Martes,21,NA,50,NA,2018,2
1693,27-Jun-18,Miercoles,21,NA,50,NA,2018,2
1694,28-Jun-18,Jueves,20,NA,47,NA,2018,2
1695,29-Jun-18,Viernes,23,NA,48,NA,2018,2
1696,2-Jul-18,Lunes,23,NA,48,NA,2018,2
1697,3-Jul-18,Martes,22,NA,50,NA,2018,2
1698,4-Jul-18,Miercoles,23,NA,38,NA,2018,2
1699,5-Jul-18,Jueves,20,NA,39,NA,2018,2
1700,6-Jul-18,Viernes,21,NA,48,NA,2018,2
1701,9-Jul-18,Lunes,21,NA,47,NA,2018,2
1702,10-Jul-18,Martes,20,NA,50,NA,2018,2
1703,11-Jul-18,Miercoles,22,NA,49,NA,2018,2
1704,12-Jul-18,Jueves,23,NA,50,NA,2018,2
1705,13-Jul-18,Viernes,20,NA,51,NA,2018,2
1706,16-Jul-18,Lunes,21,NA,48,NA,2018,2
1707,17-Jul-18,Martes,21,NA,51,NA,2018,2
1708,18-Jul-18,Miercoles,22,NA,53,NA,2018,2
1709,19-Jul-18,Jueves,21,NA,49,NA,2018,2
1710,20-Jul-18,Viernes,20,NA,40,NA,2018,2
1711,23-Jul-18,Lunes,21,NA,52,NA,2018,2
1712,24-Jul-18,Martes,21,NA,40,NA,2018,2
1713,25-Jul-18,Miercoles,21,NA,36,NA,2018,2
1714,26-Jul-18,Jueves,20,NA,38,NA,2018,2
1715,27-Jul-18,Viernes,20,NA,39,NA,2018,2
1716,30-Jul-18,Lunes,18,NA,38,NA,2018,2
1717,31-Jul-18,Martes,17,NA,37,NA,2018,2
1718,1-Aug-18,Miercoles,17,NA,39,NA,2018,3
1719,2-Aug-18,Jueves,17,NA,37,NA,2018,3
1720,3-Aug-18,Viernes,17,NA,41,NA,2018,3
1721,6-Aug-18,Lunes,17,NA,40,NA,2018,3
1722,7-Aug-18,Martes,20,NA,37,NA,2018,3
1723,8-Aug-18,Miercoles,21,NA,38,NA,2018,3
1724,9-Aug-18,Jueves,22,NA,41,NA,2018,3
1725,10-Aug-18,Viernes,22,NA,40,NA,2018,3
1726,13-Aug-18,Lunes,24,NA,42,NA,2018,3
1727,14-Aug-18,Martes,23,NA,38,NA,2018,3
1728,15-Aug-18,Miercoles,22,NA,42,NA,2018,3
1729,16-Aug-18,Jueves,22,NA,41,NA,2018,3
1730,17-Aug-18,Viernes,20,NA,37,NA,2018,3
1731,20-Aug-18,Lunes,22,NA,38,NA,2018,3
1732,21-Aug-18,Martes,21,NA,37,NA,2018,3
1733,22-Aug-18,Miercoles,22,NA,38,NA,2018,3
1734,23-Aug-18,Jueves,21,NA,37,NA,2018,3
1735,24-Aug-18,Viernes,19,NA,37,NA,2018,3
1736,27-Aug-18,Lunes,20,NA,38,NA,2018,3
1737,28-Aug-18,Martes,20,NA,38,NA,2018,3
1738,29-Aug-18,Miercoles,19,NA,37,NA,2018,3
1739,30-Aug-18,Jueves,20,NA,37,NA,2018,3
1740,31-Aug-18,Viernes,21,NA,43,NA,2018,3
1741,3-Sep-18,Lunes,20,NA,38,NA,2018,3
1742,4-Sep-18,Martes,20,NA,35,NA,2018,3
1743,5-Sep-18,Miercoles,20,NA,36,NA,2018,3
1744,6-Sep-18,Jueves,20,NA,36,NA,2018,3
1745,7-Sep-18,Viernes,23,NA,39,NA,2018,3
1746,10-Sep-18,Lunes,20,NA,36,NA,2018,3
1747,11-Sep-18,Martes,21,NA,39,NA,2018,3
1748,12-Sep-18,Miercoles,19,NA,40,NA,2018,3
1749,13-Sep-18,Jueves,21,NA,38,NA,2018,3
1750,14-Sep-18,Viernes,23,NA,37,NA,2018,3
1751,17-Sep-18,Lunes,22,NA,35,NA,2018,3
1752,18-Sep-18,Martes,22,NA,39,NA,2018,3
1753,19-Sep-18,Miercoles,20,NA,39,NA,2018,3
1754,20-Sep-18,Jueves,21,NA,40,NA,2018,3
1755,21-Sep-18,Viernes,20,NA,39,NA,2018,3
1756,24-Sep-18,Lunes,21,NA,39,NA,2018,3
1757,25-Sep-18,Martes,20,NA,40,NA,2018,3
1758,26-Sep-18,Miercoles,19,NA,39,NA,2018,3
1759,27-Sep-18,Jueves,22,NA,38,NA,2018,3
1760,28-Sep-18,Viernes,21,NA,36,NA,2018,3
1761,1-Oct-18,Lunes,21,NA,38,NA,2018,3
1762,2-Oct-18,Martes,22,NA,39,NA,2018,3
1763,3-Oct-18,Miercoles,21,NA,38,NA,2018,3
1764,4-Oct-18,Jueves,20,NA,38,NA,2018,3
1765,5-Oct-18,Viernes,20,NA,36,NA,2018,3
1766,8-Oct-18,Lunes,21,NA,38,NA,2018,3
1767,9-Oct-18,Martes,19,NA,39,NA,2018,3
1768,10-Oct-18,Miercoles,20,NA,38,NA,2018,3
1769,11-Oct-18,Jueves,21,NA,36,NA,2018,3
1770,12-Oct-18,Viernes,21,NA,39,NA,2018,3
1771,15-Oct-18,Lunes,21,NA,36,NA,2018,3
1772,16-Oct-18,Martes,20,NA,39,NA,2018,3
1773,17-Oct-18,Miercoles,20,NA,36,NA,2018,3
1774,18-Oct-18,Jueves,21,NA,39,NA,2018,3
1775,19-Oct-18,Viernes,22,NA,38,NA,2018,3
1776,22-Oct-18,Lunes,21,NA,39,NA,2018,3
1777,23-Oct-18,Martes,20,NA,39,NA,2018,3
1778,24-Oct-18,Miercoles,20,NA,39,NA,2018,3
1779,25-Oct-18,Jueves,21,NA,36,NA,2018,3
1780,26-Oct-18,Viernes,22,NA,38,NA,2018,3
1781,29-Oct-18,Lunes,20,NA,40,NA,2018,3
1782,30-Oct-18,Martes,21,NA,39,NA,2018,3
1783,31-Oct-18,Miercoles,21,NA,38,NA,2018,3
1784,1-Nov-18,Jueves,21,NA,39,NA,2018,3
1785,2-Nov-18,Viernes,22,NA,38,NA,2018,3
1786,5-Nov-18,Lunes,22,NA,40,NA,2018,3
1787,6-Nov-18,Martes,22,NA,38,NA,2018,3
1788,7-Nov-18,Miercoles,22,NA,37,NA,2018,3
1789,8-Nov-18,Jueves,21,NA,40,NA,2018,3
1790,9-Nov-18,Viernes,22,NA,38,NA,2018,3
1791,12-Nov-18,Lunes,22,NA,35,NA,2018,3
1792,13-Nov-18,Martes,22,NA,33,NA,2018,3
1793,14-Nov-18,Miercoles,22,NA,32,NA,2018,3
1794,15-Nov-18,Jueves,22,NA,33,NA,2018,3
1795,16-Nov-18,Viernes,22,NA,32,NA,2018,3
1796,19-Nov-18,Lunes,22,NA,32,NA,2018,3
1797,20-Nov-18,Martes,22,NA,32,NA,2018,3
1798,21-Nov-18,Miercoles,22,NA,32,NA,2018,3
1799,22-Nov-18,Jueves,23,NA,32,NA,2018,3
1800,23-Nov-18,Viernes,23,NA,32,NA,2018,3
1801,26-Nov-18,Lunes,23,NA,32,NA,2018,3
1802,27-Nov-18,Martes,22,NA,32,NA,2018,3
1803,28-Nov-18,Miercoles,21,NA,33,NA,2018,3
1804,29-Nov-18,Jueves,22,NA,30,NA,2018,3
1805,30-Nov-18,Viernes,21,NA,36,NA,2018,3
1806,3-Dec-18,Lunes,22,NA,32,NA,2018,3
1807,4-Dec-18,Martes,21,NA,32,NA,2018,3
1808,5-Dec-18,Miercoles,21,NA,33,NA,2018,3
1809,6-Dec-18,Jueves,20,NA,31,NA,2018,3
1810,7-Dec-18,Viernes,20,NA,33,NA,2018,3
1811,10-Dec-18,Lunes,21,NA,34,NA,2018,3
1812,11-Dec-18,Martes,22,NA,33,NA,2018,3
1813,12-Dec-18,Miercoles,22,NA,36,NA,2018,3
1814,13-Dec-18,Jueves,21,NA,38,NA,2018,3
1815,14-Dec-18,Viernes,23,NA,33,NA,2018,3
1816,17-Dec-18,Lunes,21,NA,36,NA,2018,3
1817,18-Dec-18,Martes,23,NA,33,NA,2018,3
1818,19-Dec-18,Miercoles,23,NA,32,NA,2018,3
1819,20-Dec-18,Jueves,24,NA,32,NA,2018,3
1820,21-Dec-18,Viernes,23,NA,32,NA,2018,3
1821,23-Dec-18,Domingo,23,NA,32,NA,2018,3
1822,25-Dec-18,Martes,24,NA,32,NA,2018,3
1823,27-Dec-18,Jueves,24,NA,32,NA,2018,3
1824,29-Dec-18,Sábado,24,NA,31,NA,2018,3
1825,31-Dec-18,Lunes,25,NA,31,NA,2018,3
1826,2-Jan-19,Miercoles,24,NA,31,NA,2019,3
1827,3-Jan-19,Jueves,24,NA,31,NA,2019,3
1828,4-Jan-19,Viernes,23,NA,31,NA,2019,3
1829,7-Jan-19,Lunes,23,NA,32,NA,2019,3
1830,8-Jan-19,Martes,25,NA,31,NA,2019,3
1831,9-Jan-19,Miercoles,25,NA,31,NA,2019,3
1832,10-Jan-19,Jueves,23,NA,32,NA,2019,3
1833,11-Jan-19,Viernes,21,NA,38,NA,2019,3
1834,14-Jan-19,Lunes,23,NA,31,NA,2019,3
1835,15-Jan-19,Martes,24,NA,32,NA,2019,3
1836,16-Jan-19,Miercoles,24,NA,31,NA,2019,3
1837,17-Jan-19,Jueves,23,NA,38,NA,2019,3
1838,18-Jan-19,Viernes,23,NA,36,NA,2019,3
1839,21-Jan-19,Lunes,23,NA,36,NA,2019,3
1840,22-Jan-19,Martes,22,NA,38,NA,2019,3
1841,23-Jan-19,Miercoles,24,NA,31,NA,2019,3
1842,24-Jan-19,Jueves,,NA,,NA,2019,3
1843,25-Jan-19,Viernes,21,NA,38,NA,2019,3
1844,28-Jan-19,Lunes,21,NA,34,NA,2019,3
1845,29-Jan-19,Martes,22,NA,34,NA,2019,3
1846,30-Jan-19,Miercoles,22,NA,33,NA,2019,3
1847,31-Jan-19,Jueves,22,NA,33,NA,2019,3
1848,1-Feb-19,Viernes,22,NA,33,NA,2019,3
1849,4-Feb-19,Lunes,21,NA,34,NA,2019,3
1850,5-Feb-19,Martes,23,NA,32,NA,2019,3
1851,6-Feb-19,Miercoles,21,NA,33,NA,2019,3
1852,7-Feb-19,Jueves,21,NA,35,NA,2019,3
1853,8-Feb-19,Viernes,21,NA,36,NA,2019,3
1854,11-Feb-19,Lunes,22,NA,32,NA,2019,3
1855,12-Feb-19,Martes,21,NA,38,NA,2019,3
1856,13-Feb-19,Miercoles,23,NA,36,NA,2019,3
1857,14-Feb-19,Jueves,23,NA,35,NA,2019,3
1858,15-Feb-19,Viernes,24,NA,37,NA,2019,3
1859,18-Feb-19,Lunes,24,NA,36,NA,2019,3
1860,19-Feb-19,Martes,23,NA,38,NA,2019,3
1861,20-Feb-19,Miercoles,22,NA,36,NA,2019,3
1862,21-Feb-19,Jueves,23,NA,36,NA,2019,3
1863,22-Feb-19,Viernes,22,NA,37,NA,2019,3
1864,25-Feb-19,Lunes,21,NA,36,NA,2019,3
1865,26-Feb-19,Martes,22,NA,35,NA,2019,3
1866,27-Feb-19,Miercoles,21,NA,36,NA,2019,3
1867,28-Feb-19,Jueves,22,NA,38,NA,2019,3
1868,1-Mar-19,Viernes,23,NA,31,NA,2019,4
1869,4-Mar-19,Lunes,21,NA,37,NA,2019,4
1870,5-Mar-19,Martes,22,NA,36,NA,2019,4
1871,6-Mar-19,Miercoles,25,NA,30,NA,2019,4
1872,7-Mar-19,Jueves,25,NA,30,NA,2019,4
1873,8-Mar-19,Viernes,23,NA,31,NA,2019,4
1874,11-Mar-19,Lunes,24,NA,31,NA,2019,4
1875,12-Mar-19,Martes,25,NA,31,NA,2019,4
1876,13-Mar-19,Miercoles,23,NA,31,NA,2019,4
1877,14-Mar-19,Jueves,23,NA,30,NA,2019,4
1878,15-Mar-19,Viernes,24,NA,31,NA,2019,4
1879,18-Mar-19,Lunes,21,NA,31,NA,2019,4
1880,19-Mar-19,Martes,22,NA,31,NA,2019,4
